CODIGO BIP,NOMBRE INICIATIVA,REGION,COMUNA,ETAPA POSTULA,COSTO TOTAL M$,AÑO POSTULACION,RATE,FECHA RATE,SECTOR,MAGNITUD,MAGNITUD VALOR,FUENTE FINANCIERA
40045287-0,"CONSTRUCCION CANCHA PASTO SINTETICO VILLA LOS LAGOS, COMUNA DE GALVARINO",REGION DE LA ARAUCANIA,GALVARINO,EJECUCION,92.999,2026,,,DEPORTES,METROS CUADRADOS,462,FNDR
40080315-0,"ADQUISICION ADQUISICION DE UNA CLINICA VETERINARIA MOVIL, PARA LA COMUNA DE CHOLCHOL",REGION DE LA ARAUCANIA,CHOL CHOL,EJECUCION,600.000,2026,,,MULTISECTORIAL,UNIDAD,1,FNDR
40035237-0,"HABILITACION DE EMERGENCIA OFICINAS DIDECO, COMUNA DE ERCILLA ",REGION DE LA ARAUCANIA,ERCILLA,EJECUCION,98.000,2026,,,MULTISECTORIAL,METROS CUADRADOS,335,FNDR
40077659-0,ADQUISICION VEHICULOS PARA TRANSPORTE  DE PERSONAL APS,REGION DE LA ARAUCANIA,GORBEA,EJECUCION,154.650,2026,,,SALUD,UNIDAD,200,FNDR
40080927-0,"ADQUISICION DE VEHiCULO de RESPUESTA ANTE SITUACIONES DE EMERGENCIA, comuna de TOLTen",REGION DE LA ARAUCANIA,TOLTEN,EJECUCION,137.945,2026,,,SEGURIDAD PUBLICA,UNIDAD,1,FNDR
40077095-0,"ADQUISICION VEHÍCULOS ESPECIALES PARA TRANSPORTE CANINO, PDI REGIÓN DE LA ARAUCANÍA",REGION DE LA ARAUCANIA,,EJECUCION,146.937,2026,,,SEGURIDAD PUBLICA,UNIDAD,2,FNDR
40080652-0,"CONSTRUCCION REFUGIOS PEATONALES DIFERENTES SECTORES, COMUNA DE FREIRE",REGION DE LA ARAUCANIA,FREIRE,EJECUCION,346.201,2026,,,TRANSPORTE,METROS CUADRADOS,214,FNDR
40081333-0,ADQUISICION VEHÍCULO PARA FORTALECER LA RESPUESTA ANTE SITUACIONES DE EMERGENCIA,REGION DE LA ARAUCANIA,PUCON,EJECUCION,114.954,2026,,,SEGURIDAD PUBLICA,UNIDAD,1,FNDR
40024413-0,"INSTALACION SISTEMA DE AGUA POTABLE  CHIGUAICO, VILLARRICA",REGION DE LA ARAUCANIA,VILLARRICA,PREFACTIBILIDAD,283.319,2026,RS,20/5/2026,RECURSOS HIDRICOS,NRO. DE ARRANQUES NUEVOS,385,FNDR
40038762-0,"MEJORAMIENTO COSTANERA PONIENTE ENTRE PUENTE VIEJO Y A. PINTO, LAUTARO",REGION DE LA ARAUCANIA,LAUTARO,DISEÑO,99.646,2026,,,VIVIENDA Y DESARROLLO URBANO,METROS,800,FNDR
40070874-0,"REPOSICION CAMION RECOLECTOR PARA LA GESTION DE RSD, COMUNA DE LAUTARO",REGION DE LA ARAUCANIA,LAUTARO,EJECUCION,206.332,2027,,,RECURSOS NATURALES Y MEDIO AMBIENTE,UNIDAD,100,FNDR
30484768-0,"CONSTRUCCION SISTEMA AGUA POTABLE RURAL MELIRREHUE Y LAS 500, GORBEA",REGION DE LA ARAUCANIA,GORBEA,EJECUCION,2.736.957,2026,RS,1/7/2026,RECURSOS HIDRICOS,NRO. DE ARRANQUES TOTALES,116,FNDR
40071564-0,"AMPLIACION Y HABILITACIÓN SISTEMA DE TELEVIGILANCIA, COMUNA DE LAUTARO",REGION DE LA ARAUCANIA,LAUTARO,EJECUCION,1.160.113,2026,,,SEGURIDAD PUBLICA,UNIDAD,86,FNDR
40078722-0,"REPOSICION VEREDAS CALLES GOROSTIAGA, LYNCH, RIQUELME Y URRUTIA, NUEVA IMPERIAL",REGION DE LA ARAUCANIA,NUEVA IMPERIAL,EJECUCION,120.591,2026,,,VIVIENDA Y DESARROLLO URBANO,METROS CUADRADOS,2159,FNDR
40078028-0,"REPOSICION de central de radios y equipos de comunicacion, para bomberos chol chol ",REGION DE LA ARAUCANIA,CHOL CHOL,EJECUCION,182.082,2026,,,COMUNICACIONES,UNIDAD,211,FNDR
40081579-0,"CONSTRUCCION PISTA ATLETICA ESTADIO FISCAL OSVALDO MUÑOZ CARRILLO, PUCÓN",REGION DE LA ARAUCANIA,PUCON,EJECUCION,320.000,2026,,,DEPORTES,METROS CUADRADOS,7000,FNDR
20160278-0,"CONSTRUCCION SISTEMA AGUA POTABLE RURAL STA CELIA,CAMARONES Y EL MANZANO, CARAHUE",REGION DE LA ARAUCANIA,CARAHUE,EJECUCION,10.431.896,2026,FI,17/8/2026,RECURSOS HIDRICOS,NRO. DE ARRANQUES TOTALES,388,FNDR
40078563-0,"MEJORAMIENTO Y REPOSICION MOBILIARIO CALLE PAC ENTRE  ACCESO PONIENTE Y CALLE GALVARINO, MELIPEUCO",REGION DE LA ARAUCANIA,MELIPEUCO,EJECUCION,108.847,2026,,,VIVIENDA Y DESARROLLO URBANO,METROS,800,FNDR
40030703-0,"REPOSICION Y RELOCALIZACIÓN PLANTA TRATAMIENTO AGUAS SERVIDAS PUA, VICTORIA",REGION DE LA ARAUCANIA,VICTORIA,EJECUCION,4.032.004,2026,RS,12/1/2026,RECURSOS HIDRICOS,NRO. UNIDADES DOMICILIARIAS,260,FNDR
40069702-0,"CONSTRUCCION CANCHA DE PASTO SINTETICO SECTOR LOLONCO, COMUNA DE PUREN",REGION DE LA ARAUCANIA,PUREN,EJECUCION,150.000,2026,,,DEPORTES,METROS CUADRADOS,1520,FNDR
40082419-0,ADQUISICION DE GENERADORES PARA APRS COMUNA DE CUNCO,REGION DE LA ARAUCANIA,CUNCO,EJECUCION,42.217,2026,,,SEGURIDAD PUBLICA,UNIDAD,3,FNDR
40039792-0,MEJORAMIENTO ACCESO CEMENTERIO DE NUEVA TOLTÉN,REGION DE LA ARAUCANIA,TOLTEN,EJECUCION,283.307,2026,,,MULTISECTORIAL,METROS CUADRADOS,2798,FNDR
40080305-0,"ADQUISICION CAMIÓN RECOLECTOR  DE RESIDUOS SÓLIDOS DOMICILIARIOS (RSD), VICTORIA",REGION DE LA ARAUCANIA,VICTORIA,EJECUCION,242.725,2026,,,RECURSOS NATURALES Y MEDIO AMBIENTE,NRO. TONELADAS RECOLECTADAS,1339,FNDR
30070555-0,"REPOSICION PARCIAL EDIFICIO CONSISTORIAL, ANGOL",REGION DE LA ARAUCANIA,ANGOL,EJECUCION,10.308.024,2026,RS,6/1/2026,MULTISECTORIAL,METROS CUADRADOS,3704,FNDR
30328827-0,REPOSICION CUARTEL DE BOMBEROS NOVENA COMPAÑIA DE QUEPE,REGION DE LA ARAUCANIA,FREIRE,DISEÑO,119.225,2026,RS,13/1/2026,SEGURIDAD PUBLICA,METROS CUADRADOS,591,FNDR
30328827-0,REPOSICION CUARTEL DE BOMBEROS NOVENA COMPAÑIA DE QUEPE,REGION DE LA ARAUCANIA,FREIRE,EJECUCION,2.619.059,2026,,,SEGURIDAD PUBLICA,METROS CUADRADOS,591,FNDR
30467692-0,REPOSICION MERCADO MUNICIPAL DE TEMUCO,REGION DE LA ARAUCANIA,TEMUCO,EJECUCION,55.090.828,2026,CF,8/4/2026,CULTURA Y PATRIMONIO,METROS CUADRADOS,13330,FNDR
30064649-0,CONSTRUCCION CENTRO DE LAS ARTES - GORBEA,REGION DE LA ARAUCANIA,GORBEA,EJECUCION,4.127.296,2026,,,"EDUCACION, CULTURA Y PATRIMONIO",METROS CUADRADOS,656,FNDR
40068664-0,"REPOSICION SEDE ARIZONA, COMUNA DE LOS SAUCES",REGION DE LA ARAUCANIA,LOS SAUCES,EJECUCION,175.000,2026,,,MULTISECTORIAL,METROS CUADRADOS,126,FNDR
40077125-0,"CONSTRUCCION VETERINARIA MUNICIPAL, COMUNA DE TRAIGUEN",REGION DE LA ARAUCANIA,TRAIGUEN,EJECUCION,200.000,2026,,,SALUD,METROS CUADRADOS,214,FNDR
40077756-0,REPOSICION DEL SISTEMA DE ILUMINACION ESTADIO DE FREIRE,REGION DE LA ARAUCANIA,FREIRE,EJECUCION,118.503,2026,,,DEPORTES,UNIDAD,4,FNDR
40026600-0,"CONSTRUCCION INFRAESTRUCTURAS SANITARIAS QUECHOCAHUIN, SAAVEDRA",REGION DE LA ARAUCANIA,SAAVEDRA,EJECUCION,488.275,2026,,,VIVIENDA Y DESARROLLO URBANO,NÚMERO DE SOLUCIONES,28,FNDR
50001809-0,"CONSTRUCCION BLOQUES DE NICHOS 2 CEMENTERIO MUNICIPAL, COMUNA DE TRAIGUEN",REGION DE LA ARAUCANIA,TRAIGUEN,EJECUCION,100.144,2026,,,MULTISECTORIAL,METROS CUADRADOS,70,FNDR
40076400-0,"ADQUISICION DE VEHICULOS DE TRANSPORTE ESCOLAR, COMUNA DE MELIPEUCO",REGION DE LA ARAUCANIA,MELIPEUCO,EJECUCION,141.980,2026,,,EDUCACIÓN,UNIDAD,2,FNDR
30379323-0,"CONSTRUCCION SIST. AGUA POTABLE CHUCAUCO, SANTA PAULA Y NUEVE DE JULIO, FREIRE",REGION DE LA ARAUCANIA,FREIRE,EJECUCION,13.647.410,2026,RS,26/3/2026,RECURSOS HIDRICOS,NRO. DE ARRANQUES TOTALES,681,FNDR
40078738-0,"MEJORAMIENTO PLAZA DE LA INFANCIA, COMUNA GALVARINO ",REGION DE LA ARAUCANIA,GALVARINO,EJECUCION,142.196,2026,,,VIVIENDA Y DESARROLLO URBANO,METROS CUADRADOS,870,FNDR
40075755-0,"REPOSICION FURGONES MUNICIPALES, COMUNA DE LOS SAUCES",REGION DE LA ARAUCANIA,LOS SAUCES,EJECUCION,146.585,2026,,,MULTISECTORIAL,UNIDAD,2,FNDR
40080684-0,"REPARACION DE EMERGENCIA PTAS VILLA LOS BOLDOS, COMUNA DE TOLTEN",REGION DE LA ARAUCANIA,TOLTEN,EJECUCION,1.394.802,2026,,,RECURSOS HIDRICOS,NRO. UNIDADES DOMICILIARIAS,313,FNDR
40082368-0,"ADQUISICION VEHICULO EMERGENCIA Y ELECTROGENOS APR HUEICO Y PANTANO, COMUNA LUMACO",REGION DE LA ARAUCANIA,LUMACO,EJECUCION,126.411,2026,,,SEGURIDAD PUBLICA,UNIDAD,1,FNDR
40071184-0,CONSERVACION VIAL Y CONSTRUCCIÓN DE SEÑALÉTICA VERTICAL EN CALLES DE LONQUIMAY URBANO,REGION DE LA ARAUCANIA,LONQUIMAY,EJECUCION,79.984,2026,,,MULTISECTORIAL,METROS CUADRADOS,13834,FNDR
40081196-0,REPOSICION VEHÍCULOS POLICIALES REGION DE LA ARAUCANIA,REGION DE LA ARAUCANIA,,EJECUCION,2.474.243,2027,,,SEGURIDAD PUBLICA,UNIDAD,49,FNDR
40064762-0,CONSERVACION DIVERSOS CAMINOS RURALES SECTOR CHANCO PONIENTE COMUNA DE PITRUFQUEN,REGION DE LA ARAUCANIA,PITRUFQUEN,EJECUCION,90.552,2026,,,TRANSPORTE,METROS,1658,FNDR
40073590-0,"CONSERVACION CAMINOS VECINALES SECTOR SUR PONIENTE, NVA. IMPERIAL",REGION DE LA ARAUCANIA,NUEVA IMPERIAL,EJECUCION,266.417,2026,,,TRANSPORTE,METROS,7638,FNDR
40071716-0,"REPOSICION DE EXCAVADORA PARA MANTENCIÓN DE RED DE CAMINOS VECINALES,  COMUNA DE NUEVA IMPERIAL",REGION DE LA ARAUCANIA,NUEVA IMPERIAL,EJECUCION,387.999,2026,,,TRANSPORTE,UNIDAD,4,FNDR
40065095-0,INSTALACION ILUMINACION SOLAR REFUGIOS PEATONALES RURALES COMUNA DE PADRE LAS CASAS,REGION DE LA ARAUCANIA,PADRE LAS CASAS,EJECUCION,428.996,2026,OT,2/6/2026,ENERGIA,UNIDAD,45,FNDR
40067724-0,"MEJORAMIENTO  CBI ACCESO A QUILONCO TRAMO KM 0,000 AL KM 4,305. VILCUN",REGION DE LA ARAUCANIA,VILCUN,EJECUCION,2.430.257,2026,RS,26/11/2025,TRANSPORTE,KILÓMETROS,4,FNDR
40069373-0,"CONSERVACION CAMINOS VECINALES SECTOR PITRACO, COMUNA DE CHOLCHOL",REGION DE LA ARAUCANIA,CHOL CHOL,EJECUCION,150.000,2026,,,TRANSPORTE,KILÓMETROS,2,FNDR
30484920-0,REPOSICION EDIFICIO CONSISTORIAL DE LONCOCHE,REGION DE LA ARAUCANIA,LONCOCHE,DISEÑO,199.846,2026,,,MULTISECTORIAL,METROS CUADRADOS,2636,FNDR
40070925-0,"CONSTRUCCION CIERRE PERIMETRAL ELTUM COMUNIDAD JACINTO CAÑIUPAN, COMUNA DE PURÉN",REGION DE LA ARAUCANIA,PUREN,EJECUCION,30.500,2026,,,MULTISECTORIAL,METROS,137,FNDR
30064908-0,"INSTALACION A.P.R.QUILLEM BAJO, ALTO Y QUEBRADA MOLINO, CARAHUE",REGION DE LA ARAUCANIA,CARAHUE,EJECUCION,2.652.843,2026,RS,26/3/2026,RECURSOS HIDRICOS,NRO. DE ARRANQUES TOTALES,113,FNDR
40071089-0,"REPARACION DE PAVIMENTOS RADIO URBANO, CURACAUTIN",REGION DE LA ARAUCANIA,CURACAUTIN,EJECUCION,82.845,2026,,,TRANSPORTE,METROS CUADRADOS,399,FNDR
40075873-0,"MEJORAMIENTO CAMINO LOS MALLINES, COMUNA DE MELIPEUCO",REGION DE LA ARAUCANIA,MELIPEUCO,EJECUCION,131.280,2026,,,TRANSPORTE,METROS,1000,FNDR
40032877-0,"CONSTRUCCION CAMARINES Y GRADERIAS MODULARES EN CANCHA DE FUTBOL PICHARES, PUCÓN",REGION DE LA ARAUCANIA,PUCON,EJECUCION,84.872,2026,,,DEPORTES,METROS CUADRADOS,68,FNDR
40071087-0,"CONSTRUCCION RED DE AGUA POTABLE Y ALCANTARILLADO PARA VILLAS LOS RETIROS, TEMUCO ",REGION DE LA ARAUCANIA,TEMUCO,EJECUCION,1.633.376,2026,,,VIVIENDA Y DESARROLLO URBANO,NÚMERO DE SOLUCIONES,80,FNDR
40030398-0,REPOSICION CUARTEL DE BOMBEROS OCTAVA COMPAÑIA DE BOMBEROS DE TEMUCO,REGION DE LA ARAUCANIA,TEMUCO,DISEÑO,111.446,2026,RS,13/1/2026,SEGURIDAD PUBLICA,METROS CUADRADOS,749,FNDR
40015848-0,"CONSTRUCCION POSTA SALUD RURAL REPOCURA, CHOL CHOL",REGION DE LA ARAUCANIA,CHOL CHOL,DISEÑO,69.850,2026,RS,8/1/2026,SALUD,METROS CUADRADOS,286,FNDR
40018977-0,"REPOSICION MERCADO  MUNICIPAL, VICTORIA",REGION DE LA ARAUCANIA,VICTORIA,DISEÑO,355.000,2026,OT,31/7/2026,TURISMO Y COMERCIO,METROS CUADRADOS,3289,FNDR
40074030-0,"ADQUISICION  DE RETROEXCAVADORA, COMUNA DE TRAIGUÉN.",REGION DE LA ARAUCANIA,TRAIGUEN,EJECUCION,124.351,2026,,,TRANSPORTE,UNIDAD,1,FNDR
40062787-0,"REPOSICION Y REUBICACION CUARTEL 3RA. COMPAÑIA DE BOMBEROS, VICTORIA",REGION DE LA ARAUCANIA,VICTORIA,DISEÑO,136.220,2026,,,SEGURIDAD PUBLICA,METROS CUADRADOS,420,FNDR
40069220-0,"CONSERVACION CAMINOS VECINALES SECTOR CURACO TRAÑITRAÑI , COMUNA DE CHOLCHOL",REGION DE LA ARAUCANIA,CHOL CHOL,EJECUCION,150.000,2026,,,TRANSPORTE,KILÓMETROS,22,FNDR
30486614-0,CONSTRUCCION DE PUNTOS LIMPIOS EN LA REGIÓN DE LA ARAUCANÍA,REGION DE LA ARAUCANIA,,EJECUCION,3.508.218,2026,,,RECURSOS NATURALES Y MEDIO AMBIENTE,HABITANTE BENEFICIADO,118713,FNDR
40009707-0,"MEJORAMIENTO CAMINOS BÁSICOS INTERMEDIOS SUR Y OESTE, REGIÓN DE LA ARAUCANÍA",REGION DE LA ARAUCANIA,,DISEÑO,494.638,2026,RS,19/11/2025,TRANSPORTE,KILÓMETROS,90,FNDR
40063001-0,ADQUISICION DRAGA Y POOL DE MAQUINARIA MANTENCION VIAL COMUNA DE NUEVA IMPERIAL,REGION DE LA ARAUCANIA,NUEVA IMPERIAL,EJECUCION,1.367.054,2026,,,TRANSPORTE,UNIDAD,3,FNDR
30341126-0,MEJORAMIENTO Y REPOSICION PARCIAL COMPLEJO EDUC. MONS. FCO. VALDES SUBERCASEAUX CURARREHUE.,REGION DE LA ARAUCANIA,CURARREHUE,DISEÑO,378.513,2027,,,"EDUCACION, CULTURA Y PATRIMONIO",METROS CUADRADOS,7861,FNDR
40071375-0,"REPOSICION POSTA HUAMAQUI, COMUNA DE CHOLCHOL",REGION DE LA ARAUCANIA,CHOL CHOL,EJECUCION,721.699,2026,,,SALUD,METROS CUADRADOS,150,FNDR
40021358-0,"CONSTRUCCION CANCHA DE PASTO SINTETICO Y EQUIPAMIENTO SECTOR BOYECO, PUREN ",REGION DE LA ARAUCANIA,PUREN,EJECUCION,92.458,2026,,,DEPORTES,METROS CUADRADOS,1303,FNDR
40027537-0,CONSTRUCCION UNIDAD DE DIALISIS PARA EL HOSPITAL DE CARAHUE,REGION DE LA ARAUCANIA,CARAHUE,DISEÑO,182.984,2026,RS,12/1/2026,SALUD,METROS CUADRADOS,450,FNDR
30363426-0,"CONSTRUCCION ELECTRIFICACION RURAL SECTOR QUILQUIHUENCO, LINCO ORIENTE Y OTROS, COLLIPULlI",REGION DE LA ARAUCANIA,COLLIPULLI,EJECUCION,569.509,2026,,,ENERGIA,NÚMERO DE EMPALMES,44,FNDR
40046091-0,"INSTALACION AGUA POTABLE PELEHUITO, NAPAÑIR, SAUCE HUACHO, SAUCE HUACHO RINCON, LOS SAUCES",REGION DE LA ARAUCANIA,LOS SAUCES,PREFACTIBILIDAD,121.749,2026,RE,17/8/2026,RECURSOS HIDRICOS,NRO. DE ARRANQUES NUEVOS,114,FNDR
30484568-0,"CONSTRUCCION CIRCUITO LINEAL URBANO (FAJA EFE), ANGOL",REGION DE LA ARAUCANIA,ANGOL,EJECUCION,12.752.743,2026,RS,13/1/2026,VIVIENDA Y DESARROLLO URBANO,METROS CUADRADOS,84605,FNDR
40048251-0,REPOSICION Y ADQUISICIÓN SISTEMA RADIOCOMUNICACIONES GENDARMERÍA REGIÓN DE LA ARAUCANÍA,REGION DE LA ARAUCANIA,,EJECUCION,4.257.063,2026,,,JUSTICIA,METROS CUADRADOS,79806,FNDR
40070714-0,"MEJORAMIENTO MULTICANCHA POBLACION  21 DE MAYO, COMUNA DE PUREN",REGION DE LA ARAUCANIA,PUREN,EJECUCION,116.000,2026,,,DEPORTES,METROS CUADRADOS,616,FNDR
40071219-0,"CONSTRUCCION SEÑALETICAS TURISTICAS GEOPARQUE KUTRALKURA, COMUNA DE CURARREHUE",REGION DE LA ARAUCANIA,CURARREHUE,EJECUCION,100.000,2026,,,TURISMO Y COMERCIO,UNIDAD,51,FNDR
40066723-0,"REPOSICION Y AMPLIACIÓN APR SECTOR EL LIUCO, COMUNA DE GORBEA",REGION DE LA ARAUCANIA,GORBEA,DISEÑO,161.145,2026,,,RECURSOS HIDRICOS,NRO. DE ARRANQUES TOTALES,100,FNDR
40034862-0,"REPOSICION LICEO INDUSTRIAL DE NUEVA IMPERIAL, NUEVA IMPERIAL",REGION DE LA ARAUCANIA,NUEVA IMPERIAL,DISEÑO,531.039,2026,RS,15/7/2026,EDUCACIÓN,METROS CUADRADOS,4744,FNDR
30093795-0,INSTALACION PROYECTO PRUEBA FAVOR NO BORRAR,REGION DE LA ARAUCANIA,ANGOL,EJECUCION,105.345,2027,,,RECURSOS HIDRICOS,NRO. DE ARRANQUES TOTALES,2,FNDR
30325472-0,"CONSTRUCCION Y  REPARACION DE ACERAS,  COMUNA  LONCOCHE",REGION DE LA ARAUCANIA,LONCOCHE,EJECUCION,21.397,2026,,,TRANSPORTE,METROS CUADRADOS,1032,FNDR
40072774-0,"ADQUISICION Y REPOSICIÓN MAQUINARIA CONSERVACIÓN VIAL, MUNICIPALIDAD DE PUCÓN",REGION DE LA ARAUCANIA,PUCON,EJECUCION,402.899,2026,,,TRANSPORTE,UNIDAD,3,FNDR
40070379-0,"CONSTRUCCION CENTRO MULTIPROPOSITO VILLA TRINTRE, COMUNA DE LOS SAUCES ",REGION DE LA ARAUCANIA,LOS SAUCES,EJECUCION,178.572,2026,,,MULTISECTORIAL,METROS CUADRADOS,176,FNDR
40067205-0,"CONSERVACION CAMINO BASICO LIRCAY-BOTROLHUE, COMUNA DE TEMUCO",REGION DE LA ARAUCANIA,TEMUCO,EJECUCION,1.558.481,2026,,,TRANSPORTE,METROS,3500,FNDR
40055171-0,"REPOSICION PUENTE DE MADERA COMUNIDAD JOSE LUIS PARRA, PADRE LAS CASAS",REGION DE LA ARAUCANIA,PADRE LAS CASAS,EJECUCION,63.706,2026,,,TRANSPORTE,METROS,5,FNDR
30391825-0,"REPOSICION CONSULTORIO GENERAL RURAL CHOLCHOL Y ADECUACIÓN A CESFAM, CHOLCHOL",REGION DE LA ARAUCANIA,CHOL CHOL,DISEÑO,566.141,2026,RS,7/1/2026,SALUD,METROS CUADRADOS,2223,FNDR
40072323-0,"CONSTRUCCION PLANTA DE COMPOSTAJE COMUNAL, PUCÓN, ETAPA I",REGION DE LA ARAUCANIA,PUCON,EJECUCION,1.518.934.190,2026,,,RECURSOS NATURALES Y MEDIO AMBIENTE,HABITANTE BENEFICIADO,,FNDR
40070927-0,"MEJORAMIENTO ESPACIO PUBLICO LOS LAURELES, COMUNA DE CUNCO",REGION DE LA ARAUCANIA,CUNCO,EJECUCION,346.000,2026,,,VIVIENDA Y DESARROLLO URBANO,METROS CUADRADOS,4010,FNDR
40067402-0,"CONSTRUCCION DE GARITAS CAMINERAS, SECTOR MILLEUCO, AÑILCO Y VIDA NUEVA, COMUNA DE VILLARRICA",REGION DE LA ARAUCANIA,VILLARRICA,EJECUCION,89.222,2026,,,TRANSPORTE,UNIDAD,6,FNDR
30122283-0,"MEJORAMIENTO CAMINO MAQUEHUE - ZANJA, PADRE LAS CASAS",REGION DE LA ARAUCANIA,PADRE LAS CASAS,EJECUCION,7.609.184,2026,RS,7/1/2026,TRANSPORTE,KILÓMETROS,22,FNDR
30487000-0,"REPOSICION 6° COMPAÑÍA DE BOMBEROS LOCALIDAD DE PÚA, VICTORIA",REGION DE LA ARAUCANIA,VICTORIA,DISEÑO,61.560,2026,,,SEGURIDAD PUBLICA,METROS CUADRADOS,420,FNDR
40081623-0,ADQUISICION DE VEHICULO PARA FORTALECER LA RESPUESTA ANTE SITUACIONES DE EMERGENCIAS ANGOL ,REGION DE LA ARAUCANIA,ANGOL,EJECUCION,114.964,2026,,,MULTISECTORIAL,UNIDAD,1,FNDR
40080307-0,"ADQUISICION ADQUISICION DE UN  MAMOGRAFO, PARA LA COMUNA DE CHOLCHOL",REGION DE LA ARAUCANIA,CHOL CHOL,EJECUCION,600.000,2026,,,SALUD,UNIDAD,1,FNDR
40048975-0,"REPOSICION VEREDAS CALLE BARROS ARANA ENTRE ESC. GUACOLDA Y  HOSPITAL (LADO SUR), LAUTARO",REGION DE LA ARAUCANIA,LAUTARO,EJECUCION,33.730,2026,,,TRANSPORTE,METROS CUADRADOS,1003,FNDR
40070598-0,"REPARACION BACHES Y MEJORAMIENTO VIAL VARIAS CALZADAS URBANAS, LONCOCHE",REGION DE LA ARAUCANIA,LONCOCHE,EJECUCION,300.000,2026,,,TRANSPORTE,METROS CUADRADOS,5599,FNDR
40080744-0,ADQUISICION DE VEHÃCULO PARA FORTALECER SITUACIONES DE EMERGENCIA EN LA COMUNA DE PERQUENCO,REGION DE LA ARAUCANIA,PERQUENCO,EJECUCION,114.954,2026,,,SEGURIDAD PUBLICA,UNIDAD,1,FNDR
40075541-0,CONSTRUCCION PLAZA COMUY COMUNA DE PITRUFQUEN,REGION DE LA ARAUCANIA,PITRUFQUEN,EJECUCION,150.000,2026,,,MULTISECTORIAL,METROS CUADRADOS,2136,FNDR
40052543-0,"REPOSICION DE EQUIPOS DE ALUMBRADO PUBLICO, COMUNA DE PITRUFQUEN",REGION DE LA ARAUCANIA,PITRUFQUEN,EJECUCION,1.914.453,2026,,,ENERGIA,UNIDAD,2696,FNDR
40065258-0,"REPOSICION PUENTE  MALALCHE, COMUNA DE CHOLCHOL",REGION DE LA ARAUCANIA,CHOL CHOL,EJECUCION,56.344,2026,,,TRANSPORTE,METROS CUADRADOS,180,FNDR
30485668-0,"CONSTRUCCION CIRCUITO PATRIMONIAL, COLLIPULLI",REGION DE LA ARAUCANIA,COLLIPULLI,EJECUCION,6.401.453,2026,RS,13/1/2026,VIVIENDA Y DESARROLLO URBANO,METROS CUADRADOS,28234,FNDR
40066390-0,"ADQUISICION Equipos y Equipamiento de Radiocomunicaciones para la PDI, La Araucania",REGION DE LA ARAUCANIA,,EJECUCION,4.105.500,2026,,,SEGURIDAD PUBLICA,UNIDAD,238,FNDR
40001198-0,"CONSTRUCCION MERCADO MUNICIPAL, TROL TREN",REGION DE LA ARAUCANIA,TOLTEN,DISEÑO,62.066,2026,,,TURISMO Y COMERCIO,METROS CUADRADOS,1501,FNDR
40037607-0,"REPOSICION ESTADIO VIEJO CARAHUE, COMUNA CARAHUE",REGION DE LA ARAUCANIA,CARAHUE,EJECUCION,2.724.837,2026,RS,9/1/2026,DEPORTES,METROS CUADRADOS,9875,FNDR
40046998-0,"MEJORAMIENTO CIRCULACION PEATONAL ENTRE PARADERO DE BUSES Y VILLA ESTACION, CARAHUE",REGION DE LA ARAUCANIA,CARAHUE,EJECUCION,146.745,2026,,,VIVIENDA Y DESARROLLO URBANO,METROS CUADRADOS,448,FNDR
40077468-0,"ADQUISICION VEHÍCULOS PARA TRANSPORTE ESCOLAR, COMUNA DE TRAIGUÉN",REGION DE LA ARAUCANIA,TRAIGUEN,EJECUCION,551.589,2026,,,EDUCACIÓN,UNIDAD,658,FNDR
40080623-0,"CONSTRUCCION y Reposición de Paraderos Rurales con Iluminación Solar Sectores Interiores, Comuna de ",REGION DE LA ARAUCANIA,CARAHUE,EJECUCION,316.000,2026,,,TRANSPORTE,UNIDAD,43,FNDR
40032491-0,"CONSTRUCCION CIERRE PERIMETRAL ESTADIO ASOCIACIÓN DE FÚTBOL, CHOLCHOL",REGION DE LA ARAUCANIA,CHOL CHOL,EJECUCION,99.346,2026,,,DEPORTES,METROS,468,FNDR
40065485-0,"CONSTRUCCION CALLE TECHADA, LONCOCHE",REGION DE LA ARAUCANIA,LONCOCHE,EJECUCION,958.134,2026,RS,25/2/2026,TURISMO Y COMERCIO,METROS CUADRADOS,434,FNDR
40065478-0,"ADQUISICION DE SALA SEM CON ENFOQUE EDUCATIVO (APOYO LEY TEA), COMUNA DE LUMACO",REGION DE LA ARAUCANIA,LUMACO,EJECUCION,165.847,2026,,,EDUCACIÓN,UNIDAD,1,FNDR
40082403-0,"ADQUISICION DE EQUIPOS ELECTRÓGENOS PARA APR SECTOR  HUEICO Y PANTANO, COMUNA DE LUMACO",REGION DE LA ARAUCANIA,LUMACO,EJECUCION,12.766,2026,,,RECURSOS HIDRICOS,UNIDAD,2,FNDR
40070401-0,"REPOSICION TRACTOR CON MANGA DESBROZADORA, COMUNA DE GORBEA",REGION DE LA ARAUCANIA,GORBEA,EJECUCION,204.046,2026,,,TRANSPORTE,UNIDAD,1,FNDR
40038115-0,"MEJORAMIENTO CAMINO VECINAL SECTOR SAN VICENTE Y SAN RAMÓN CENTRAL, COMUNA DE LOS SAUCES",REGION DE LA ARAUCANIA,LOS SAUCES,EJECUCION,118.741,2026,,,TRANSPORTE,KILÓMETROS,3,FNDR
40009278-0,"REPOSICION PLAZA MALALCAHUELLO, COMUNA CURACAUTIN",REGION DE LA ARAUCANIA,CURACAUTIN,DISEÑO,207.335,2026,,,MULTISECTORIAL,METROS CUADRADOS,10000,FNDR
