CODIGO BIP,NOMBRE INICIATIVA,REGION,COMUNA,ETAPA POSTULA,COSTO TOTAL M$,AÑO POSTULACION,RATE,FECHA RATE,SECTOR,MAGNITUD,MAGNITUD VALOR,FUENTE FINANCIERA
40080646-0,CONSTRUCCION DE EQUIPAMIENTO VIAL Y DEMARCACION  EN DIVERSAS CALLES DE PITRUFQUEN,REGION DE LA ARAUCANIA,PITRUFQUEN,EJECUCION,348.557,2026,,,TRANSPORTE,UNIDAD,485,FNDR
30363439-0,"CONSTRUCCION ELECTRIFICACION RURAL  FREIRE 1, RAYIN Y OTROS",REGION DE LA ARAUCANIA,FREIRE,EJECUCION,263.081,2026,RS,9/1/2026,ENERGIA,NÚMERO DE EMPALMES,36,FNDR
40078762-0,"MEJORAMIENTO ESTADIO MUNICIPAL, COMUNA DE LONQUIMAY",REGION DE LA ARAUCANIA,LONQUIMAY,EJECUCION,136.140,2026,,,DEPORTES,METROS CUADRADOS,9443,FNDR
40080298-0,"REPOSICION PARADEROS URBANOS Y REFUGIOS PEATONALES, COMUNA DE ERCILLA",REGION DE LA ARAUCANIA,ERCILLA,EJECUCION,348.005,2026,,,TRANSPORTE,METROS CUADRADOS,200,FNDR
30485334-0,"REPOSICION BANDEJONES AVDA. GREGORIO URRUTIA, CURACAUTIN",REGION DE LA ARAUCANIA,CURACAUTIN,EJECUCION,1.506.289,2026,,,VIVIENDA Y DESARROLLO URBANO,METROS CUADRADOS,7000,FNDR
40080411-0,"REPOSICION PARADERO DE BUSES SECTOR MAULE, COMUNA DE SAAVEDRA",REGION DE LA ARAUCANIA,SAAVEDRA,EJECUCION,222.413,2026,,,TRANSPORTE,METROS CUADRADOS,167,FNDR
40070583-0,"CONSTRUCCION BAÑOS, GRADERIAS Y REPOSICION CASETA DEL JURADO EN MEDIALUNA, COMUNA DE GORBEA",REGION DE LA ARAUCANIA,GORBEA,EJECUCION,190.000,2026,,,DEPORTES,METROS CUADRADOS,161,FNDR
40082230-0,"ADQUISICION DE VEHICULO ADAPTADO CON ACCESIBILIDAD UNIVERSAL, COMUNA DE TRAIGUÉN",REGION DE LA ARAUCANIA,TRAIGUEN,EJECUCION,110.522,2026,,,SALUD,UNIDAD,1,FNDR
40071385-0,"CONSERVACION POSTA MALALCHE, COMUNA DE CHOLCHOL",REGION DE LA ARAUCANIA,CHOL CHOL,EJECUCION,721.699,2026,,,SALUD,METROS CUADRADOS,150,FNDR
40080289-0,"HABILITACION E INSTALACIÓN ILUMINACION SOLAR REFUGIOS PEATONALES RURALES, PADRE LAS CASAS",REGION DE LA ARAUCANIA,PADRE LAS CASAS,EJECUCION,300.510,2026,,,ENERGIA,UNIDAD,32,FNDR
40080920-0,"ADQUISICION VEHICULO DE RESPUESTA A EMERGENCIAS, COMUNA DE TEODORO SCHMIDT",REGION DE LA ARAUCANIA,TEODORO SCHMIDT,EJECUCION,114.954,2026,,,MULTISECTORIAL,UNIDAD,1,FNDR
40082709-0,"AMPLIACION SISTEMA DE AGUA POTABLE RURAL EL LINGUE, PUREN",REGION DE LA ARAUCANIA,PUREN,EJECUCION,140.747,2026,,,RECURSOS HIDRICOS,NRO. DE ARRANQUES NUEVOS,14,FNDR
30119015-0,"REPOSICION  ESCUELA MANZANAR, COMUNA DE LUMACO",REGION DE LA ARAUCANIA,LUMACO,EJECUCION,6.031.458,2026,RS,22/1/2026,"EDUCACION, CULTURA Y PATRIMONIO",METROS CUADRADOS,1515,FNDR
40080776-0,ADQUISICION  VEHÍCULO DE EMERGENCIAS EN LA COMUNA DE PITRUFQUEN,REGION DE LA ARAUCANIA,PITRUFQUEN,EJECUCION,114.954,2026,,,SEGURIDAD PUBLICA,UNIDAD,1,FNDR
40082474-0,"ADQUISICION GENERADORES, EQUIPAMIENTO Y VEHÍCULO PRIMERA RESPUESTA ANTE EMERGENCIAS, Comuna de Villarrica",REGION DE LA ARAUCANIA,VILLARRICA,EJECUCION,123.639,2026,,,MULTISECTORIAL,UNIDAD,3,FNDR
40082411-0,"HABILITACION DE CONECTIVIDAD RURAL E INFRAESTRUCTURA PRODUCTIVA POR EMERGENCIA CLIMATICA, VICTORIA",REGION DE LA ARAUCANIA,VICTORIA,EJECUCION,346.245,2026,,,MULTISECTORIAL,METROS CUBICOS,10980,FNDR
40063256-0,CONSTRUCCION COLECTOR Y PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS DE CATRIPULLI,REGION DE LA ARAUCANIA,CURARREHUE,DISEÑO,329.157,2026,,,RECURSOS HIDRICOS,NRO. UNIDADES DOMICILIARIAS,305,FNDR
40006966-0,"REPOSICION ESCUELA ERICO HORNUNG, COLLIPULLI",REGION DE LA ARAUCANIA,COLLIPULLI,EJECUCION,4.707.272,2026,RS,12/1/2026,"EDUCACION, CULTURA Y PATRIMONIO",METROS CUADRADOS,1249,FNDR
40038219-0,"CONSTRUCCION SALA DE PROCESOS COMUNITARIA, COMUNA DE PERQUENCO",REGION DE LA ARAUCANIA,PERQUENCO,EJECUCION,265.930,2026,,,TURISMO Y COMERCIO,METROS CUADRADOS,140,FNDR
40005794-0,"REPOSICION ESCUELA NICOLAS PEREZ, COLLIPULLI",REGION DE LA ARAUCANIA,COLLIPULLI,EJECUCION,7.045.830,2027,FI,17/6/2026,"EDUCACION, CULTURA Y PATRIMONIO",METROS CUADRADOS,3249,FNDR
40005794-0,"REPOSICION ESCUELA NICOLAS PEREZ, COLLIPULLI",REGION DE LA ARAUCANIA,COLLIPULLI,EJECUCION,7.045.830,2026,,,"EDUCACION, CULTURA Y PATRIMONIO",METROS CUADRADOS,3249,FNDR
30005793-0,"REPOSICION PLAZA ARTURO PRAT DE PUERTO SAAVEDRA, COMUNA DE SAAVEDRA",REGION DE LA ARAUCANIA,SAAVEDRA,EJECUCION,3.325.366,2026,,,VIVIENDA Y DESARROLLO URBANO,METROS CUADRADOS,10261,FNDR
40055058-0,MEJORAMIENTO CBI VILCUN CODAHUE VEGA REDONDA,REGION DE LA ARAUCANIA,VILCUN,EJECUCION,4.709.071,2026,RS,26/11/2025,TRANSPORTE,KILÓMETROS,9,FNDR
40062985-0,"REPOSICION CIERRE PERIMETRAL,INSTALACION JUEGOS INFANTILES Y SEGURIDAD PEATONAL,LONQUIMAY",REGION DE LA ARAUCANIA,LONQUIMAY,EJECUCION,82.500,2026,,,MULTISECTORIAL,METROS CUADRADOS,201,FNDR
40063000-0,ADQUISICION VEHÍCULOS DE SEGURIDAD CIUDADANA COMUNA DE NUEVA IMPERIAL,REGION DE LA ARAUCANIA,NUEVA IMPERIAL,EJECUCION,50.973,2026,,,SEGURIDAD PUBLICA,UNIDAD,1,FNDR
40073977-0,"MEJORAMIENTO PLAZA DE ARMAS, COMUNA DE VILLARRICA",REGION DE LA ARAUCANIA,VILLARRICA,EJECUCION,188.178,2026,,,VIVIENDA Y DESARROLLO URBANO,METROS CUADRADOS,4800,FNDR
20059863-0,"INSTALACION APR GUADABA(S), NAHUELVE, PIVADENCO, NININCO, OTROS, LOS SAUCES",REGION DE LA ARAUCANIA,LOS SAUCES,PREFACTIBILIDAD,204.875,2026,RS,12/8/2026,RECURSOS HIDRICOS,NRO. DE ARRANQUES TOTALES,369,FNDR
40059722-0,"CONSTRUCCION REDUCTORES DE VELOCIDAD Y DEMARCACION VIAL SECTOR SAN ANTONIO, LONCOCHE",REGION DE LA ARAUCANIA,LONCOCHE,EJECUCION,23.895,2026,,,TRANSPORTE,UNIDAD,14,FNDR
40074282-0,"CONSTRUCCION PASEO PEATONAL CALLE URRUTIA, COMUNA DE PERQUENCO",REGION DE LA ARAUCANIA,PERQUENCO,EJECUCION,33.000,2026,,,VIVIENDA Y DESARROLLO URBANO,METROS CUADRADOS,260,FNDR
40075749-0,"ADQUISICION CAMIÓN RECOLECTOR DE RSD Y CONTENEDORES DE BASURA, COMUNA DE MELIPEUCO",REGION DE LA ARAUCANIA,MELIPEUCO,EJECUCION,255.773,2026,,,RECURSOS NATURALES Y MEDIO AMBIENTE,UNIDAD,1,FNDR
40074035-0,"CONSTRUCCION CIERRE PERIMETRAL Y GRADERIAS PARA CANCHA DE FUTBOL SECTOR LAS ROCAS, P.L.CASAS",REGION DE LA ARAUCANIA,PADRE LAS CASAS,EJECUCION,90.000,2026,,,DEPORTES,METROS CUADRADOS,85,FNDR
40048343-0,"REPOSICION PUENTE SECTOR REPOCURA, COMUNA DE CHOLCHOL",REGION DE LA ARAUCANIA,CHOL CHOL,EJECUCION,56.344,2026,,,TRANSPORTE,METROS,18,FNDR
40030470-0,CONSTRUCCION SISTEMA DE AGUA POTABLE RURAL LONCOTRARO ALTO ,REGION DE LA ARAUCANIA,VILLARRICA,DISEÑO,103.588,2026,,,RECURSOS HIDRICOS,NRO. DE ARRANQUES NUEVOS,97,FNDR
40059645-0,CONSTRUCCION SANEAMIENTO SANITARIO INTEGRAL LOTEO BELLAVISTA 5 CAMINO AL VOLCÁN SEGUNDA FAJA,REGION DE LA ARAUCANIA,VILLARRICA,EJECUCION,262.888,2026,,,MULTISECTORIAL,METROS CUADRADOS,5089,FNDR
40071423-0,"MEJORAMIENTO Y AMPLIACION GIMNASIO MUNICIPAL, COMUNA DE LOS SAUCES ",REGION DE LA ARAUCANIA,LOS SAUCES,DISEÑO,131.857,2026,,,DEPORTES,METROS CUADRADOS,470,FNDR
40042503-0,"ADQUISICION DE FURGON PARA TRASLADO DE PERSONAS EN SITUACION DE DISCAPACIDAD, MELIPEUCO",REGION DE LA ARAUCANIA,MELIPEUCO,EJECUCION,120.190,2026,,,SALUD,UNIDAD,1,FNDR
40076680-0,"ADQUISICION 2 MINIBUSES PARA EL DEPARTAMENTO DE EDUCACIÓN MUNICIPAL, COMUNA DE FREIRE",REGION DE LA ARAUCANIA,FREIRE,EJECUCION,160.650,2026,,,EDUCACIÓN,UNIDAD,2,FNDR
40071064-0,"MEJORAMIENTO PATIO CUBIERTO ESCUELA LOS PERALES, COMUNA DE GORBEA",REGION DE LA ARAUCANIA,GORBEA,EJECUCION,70.000,2026,,,EDUCACIÓN,METROS,276,FNDR
30064290-0,"CONSTRUCCION SISTEMA DE AGUA POTABLE RURAL HUETE RUCAN, TEMUCO.",REGION DE LA ARAUCANIA,TEMUCO,EJECUCION,3.839.483,2026,,,RECURSOS HIDRICOS,NRO. DE ARRANQUES TOTALES,420,FNDR
40039870-0,CONSTRUCCION SISTEMA AGUA POTABLE RURAL HUILLINCO-CALCOY NORTE,REGION DE LA ARAUCANIA,LUMACO,DISEÑO,67.370,2026,,,RECURSOS HIDRICOS,LITROS / SEGUNDO,5,FNDR
40048563-0,"CONSTRUCCION SEDE SOCIAL VILLA PULMAHUE XIV, PADRE LAS CASAS",REGION DE LA ARAUCANIA,PADRE LAS CASAS,EJECUCION,110.000,2026,,,MULTISECTORIAL,METROS CUADRADOS,99,FNDR
40071613-0,"CONSERVACION ESCUELA DIDAICO, TRAIGUÉN",REGION DE LA ARAUCANIA,TRAIGUEN,EJECUCION,133,2026,,,EDUCACIÓN,METROS CUADRADOS,235,FNDR
40075483-0,"MEJORAMIENTO CAMINOS RURALES VARIOS SECTORES, LAUTARO",REGION DE LA ARAUCANIA,LAUTARO,EJECUCION,191.479,2026,,,TRANSPORTE,METROS,2300,FNDR
40009708-0,"MEJORAMIENTO CAMINOS BÁSICOS INTERMEDIOS NORTE Y ESTE, REGIÓN DE LA ARAUCANÍA",REGION DE LA ARAUCANIA,,DISEÑO,497.409,2026,RS,8/1/2026,TRANSPORTE,KILÓMETROS,107,FNDR
40069661-0,"REPOSICION VEREDAS E INSTALACIÓN MOBILIARIO CEMENTERIO MUNICIPAL, NUEVA IMPERIAL",REGION DE LA ARAUCANIA,NUEVA IMPERIAL,EJECUCION,60.000,2026,,,VIVIENDA Y DESARROLLO URBANO,METROS CUADRADOS,756,FNDR
40073665-0,"MEJORAMIENTO CANCHA DE FUTBOLITO NÚMERO 3 ESTADIO MUNICIPAL, COLLIPULLI",REGION DE LA ARAUCANIA,COLLIPULLI,EJECUCION,59.000,2026,,,DEPORTES,METROS CUADRADOS,1593,FNDR
30484569-0,HABILITACION ANTIGUO HOSPITAL DE ANGOL PARA BIBLIOTECA MUNICIPAL,REGION DE LA ARAUCANIA,ANGOL,DISEÑO,273.184,2026,RS,8/1/2026,"EDUCACION, CULTURA Y PATRIMONIO",METROS CUADRADOS,1719,FNDR
40075535-0,"CONSTRUCCION LUMINARIAS SOLARES SECTORES: GALPONES, BALSA COIPUE,  PITRUFQUEN",REGION DE LA ARAUCANIA,PITRUFQUEN,EJECUCION,35.000,2026,,,TRANSPORTE,UNIDAD,15,FNDR
30096109-0,MEJORAMIENTO RUTA S-222 HUALACURA LOS BOLDOS,REGION DE LA ARAUCANIA,NUEVA IMPERIAL,EJECUCION,4.143.234,2026,RS,21/4/2026,TRANSPORTE,KILÓMETROS,14,FNDR
30482371-0,"CONSTRUCCION POLIDEPORTIVO MUNICIPAL, COLLIPULLI",REGION DE LA ARAUCANIA,COLLIPULLI,EJECUCION,17.773.141,2026,FI,6/8/2026,DEPORTES,METROS CUADRADOS,18736,FNDR
30109997-0,"MEJORAMIENTO EE.PP. AVDA. OHIGGINS, VICTORIA",REGION DE LA ARAUCANIA,VICTORIA,EJECUCION,2.477.085,2026,,,VIVIENDA Y DESARROLLO URBANO,METROS CUADRADOS,15269,FNDR
40024685-0,REPOSICION INFRAESTRUCTURA USO PUBLICO Y ADMINISTRATIVA PARQUE NACIONAL NAHUELBUTA,REGION DE LA ARAUCANIA,ANGOL,EJECUCION,5.101.018,2026,FI,3/7/2026,RECURSOS NATURALES Y MEDIO AMBIENTE,METROS CUADRADOS,7195,FNDR
40046938-0,"CONSERVACION DE CAMINOS VECINALES, COMUNA DE GORBEA",REGION DE LA ARAUCANIA,GORBEA,EJECUCION,75.609,2026,,,TRANSPORTE,METROS,5317,FNDR
40005682-0,"REPOSICION CANCHA ESTADIO MUNICIPAL DE CAJON, VILCUN ",REGION DE LA ARAUCANIA,VILCUN,EJECUCION,807.200,2026,RS,9/1/2026,DEPORTES,METROS CUADRADOS,8103,FNDR
40071057-0,"MEJORAMIENTO CAMINOS SECTORES STA EMA,RARIRUCA Y LAS QUILAS,COMUNA DE CURACAUTÍN",REGION DE LA ARAUCANIA,CURACAUTIN,EJECUCION,248.549,2026,,,TRANSPORTE,METROS,9341,FNDR
40079389-0,"ADQUISICION CLINICA MEDICA MOVIL, COMUNA TEODORO SCHMIDT",REGION DE LA ARAUCANIA,TEODORO SCHMIDT,EJECUCION,246.330,2026,,,SALUD,UNIDAD,1,FNDR
40080498-0,"REPOSICION DE PARADEROS Y REFUGIOS PEATONALES DIVERSOS SECTORES RURALES, COMUNA DE SAAVEDRA",REGION DE LA ARAUCANIA,,EJECUCION,176.768,2026,,,TRANSPORTE,UNIDAD,20,FNDR
40052526-0,CONSTRUCCION CUARTEL SEGUNDA COMPAÑIA DE BOMBEROS DE LONCOCHE,REGION DE LA ARAUCANIA,LONCOCHE,EJECUCION,2.073.132,2026,,,SEGURIDAD PUBLICA,METROS CUADRADOS,595,FNDR
40070929-0,"CONSERVACION CAMINOS SECTOR RURAL QUILMER, COMUNA TEODORO SCHMIDT",REGION DE LA ARAUCANIA,TEODORO SCHMIDT,EJECUCION,299.933,2026,,,TRANSPORTE,METROS,7213,FNDR
40080566-0,"NORMALIZACION PASOS PEATONALES, RESALTOS E INSTALACIÓN SEÑALETICA VIAL, COMUNA DE MELIPEUCO",REGION DE LA ARAUCANIA,MELIPEUCO,EJECUCION,220.230,2026,,,TRANSPORTE,UNIDAD,113,FNDR
40076286-0,"ADQUISICION Y REPOSICIÓN DE POOL DE MAQUINARIA PARA LA UNIDAD DE CAMINOS, COMUNA DE CARAHUE",REGION DE LA ARAUCANIA,CARAHUE,EJECUCION,1.869.414,2026,,,TRANSPORTE,UNIDAD,10,FNDR
40076286-0,"ADQUISICION Y REPOSICIÓN DE POOL DE MAQUINARIA PARA LA UNIDAD DE CAMINOS, COMUNA DE CARAHUE",REGION DE LA ARAUCANIA,CARAHUE,EJECUCION,1.869.414,2027,,,TRANSPORTE,UNIDAD,10,FNDR
40071215-0,CONSERVACION PASTO SINTÉTICO ESTADIO CURARREHUE,REGION DE LA ARAUCANIA,CURARREHUE,EJECUCION,348.500,2026,,,DEPORTES,METROS CUADRADOS,130,FNDR
40081946-0,"CONSTRUCCION ELECTRIFICACION RURAL SECTOR VISTA HERMOSA Y LLIULLIUCURA, LAUTARO",REGION DE LA ARAUCANIA,LAUTARO,EJECUCION,983.256,2026,,,ENERGIA,NÚMERO DE EMPALMES,58,FNDR
40032738-0,"MEJORAMIENTO ESPACIOS PÚBLICOS ZONA MONUMENTO HISTÓRICO LOCOMÓVILES, AVENIDA ERCILLA, CARAHUE",REGION DE LA ARAUCANIA,CARAHUE,EJECUCION,1.164.992,2026,RS,23/6/2026,VIVIENDA Y DESARROLLO URBANO,METROS CUADRADOS,8000,FNDR
40045987-0,"MEJORAMIENTO CANCHA DE FUTBOL COMPLEJO DEPORTIVO MUNICIPAL EL ROBLE, PUCÓN",REGION DE LA ARAUCANIA,PUCON,EJECUCION,1.057.774,2026,FI,30/7/2026,DEPORTES,METROS CUADRADOS,7000,FNDR
40078010-0,"MEJORAMIENTO MULTICANCHA CACIQUE MARILUAN 4, VICTORIA",REGION DE LA ARAUCANIA,VICTORIA,EJECUCION,95.922,2026,,,DEPORTES,METROS CUADRADOS,757,FNDR
40082287-0,"CONSTRUCCION ELECTRIFICACION RURAL SECTOR MULITO, COLIHUINCA TORI Y OTROS, COLLIPULLI",REGION DE LA ARAUCANIA,COLLIPULLI,EJECUCION,1.112.027,2026,,,ENERGIA,NÚMERO DE EMPALMES,74,FNDR
40043746-0,NORMALIZACION SEMAFOROS PADRE LAS CASAS,REGION DE LA ARAUCANIA,PADRE LAS CASAS,EJECUCION,1.110.455,2026,RS,6/7/2026,TRANSPORTE,UNIDAD,15,FNDR
30378922-0,"REPOSICION CENTRO DE SALUD INTERCULTURAL BOROA FILULAWEN, N. IMPERIAL",REGION DE LA ARAUCANIA,NUEVA IMPERIAL,EJECUCION,11.012.176,2026,RS,7/1/2026,SALUD,METROS CUADRADOS,1949,FNDR
40072945-0,ADQUISICION CLINICA MOVIL DEPARTAMENTO SALUD MUNICIPAL PUCON,REGION DE LA ARAUCANIA,PUCON,EJECUCION,337.394,2026,,,SALUD,UNIDAD,2,FNDR
40080633-0,"REPOSICION DE REFUGIOS PEATONALES RURALES HUILCALEO, FORTIN ÑIELOL, RENICURA Y OTROS, COMUNA DE GALVARINO",REGION DE LA ARAUCANIA,GALVARINO,EJECUCION,291.669,2026,,,MULTISECTORIAL,UNIDAD,23,FNDR
40075926-0,CONSTRUCCION MUN. DE VILLARRICA INNOVACIÓN PARA LA VALORIZACION DE RESIDUOS ORGANICOS DOMICIL,REGION DE LA ARAUCANIA,VILLARRICA,EJECUCION,1.240.379,2026,,,RECURSOS NATURALES Y MEDIO AMBIENTE,HABITANTE BENEFICIADO,5000,FNDR
40080124-0,"REPOSICION VEREDAS AVDA. CARLOS IBAÑEZ Y CALLE DIEGO PORTALES ENTRE AVDA. BALMACEDA Y O'HIGGINS, T. SCHMIDT",REGION DE LA ARAUCANIA,TEODORO SCHMIDT,EJECUCION,162.253,2026,,,VIVIENDA Y DESARROLLO URBANO,METROS CUADRADOS,1554,FNDR
40073788-0,"CONSTRUCCION INFRAESTRUCTURA SANITARIAS SIERRA NEVADA, LONQUIMAY",REGION DE LA ARAUCANIA,LONQUIMAY,EJECUCION,941.655,2026,OT,6/8/2026,RECURSOS HIDRICOS,UNIDAD,1,FNDR
40048198-0,"REPOSICION CANCHA ESTADIO MUNICIPAL DE QUITRATUE Y OBRAS COMPLEMENTARIAS, COMUNA DE GORBEA",REGION DE LA ARAUCANIA,GORBEA,EJECUCION,2.314.788,2026,,,DEPORTES,METROS CUADRADOS,6000,FNDR
40046866-0,"CONSTRUCCION INFRAESTRUCTURA SANITARIA  VILLA O'HIGGINS (LA BARRA),  TOLTÉN.",REGION DE LA ARAUCANIA,TOLTEN,DISEÑO,92.089,2026,,,RECURSOS HIDRICOS,NRO. DE ARRANQUES TOTALES,73,FNDR
40068763-0,ADQUISICION Y REPOSICIÓN EQUIPAMIENTO COMPUTACIONAL,REGION DE LA ARAUCANIA,LAUTARO,EJECUCION,74.321,2026,,,MULTISECTORIAL,UNIDAD,14,FNDR
40081210-0,ADQUISICION de VEHÍCULO PARA FORTALECER LA RESPUESTA ANTE SITUACIONES DE EMERGENCIA EN ERCILLA,REGION DE LA ARAUCANIA,ERCILLA,EJECUCION,114.954,2026,,,MULTISECTORIAL,UNIDAD,1,FNDR
40081220-0,ADQUISICION DE VEHÍCULO PARA FORTALECER LA RESPUESTA ANTE SITUACIONES DE EMERGENCIA EN LA COMUNA DE CURARREHUE,REGION DE LA ARAUCANIA,CURARREHUE,EJECUCION,113.650,2026,,,MULTISECTORIAL,UNIDAD,1,FNDR
40082451-0,"HABILITACION VEHICULO 4X4 EMERGENCIA, CURACAUTÍN",REGION DE LA ARAUCANIA,CURACAUTIN,EJECUCION,113.645,2026,,,SEGURIDAD PUBLICA,UNIDAD,1,FNDR
20189211-0,"CONSTRUCCION SISTEMA AGUA POTABLE RURAL DE LOS RISCOS, PUCON",REGION DE LA ARAUCANIA,PUCON,DISEÑO,110.066,2026,FI,24/6/2026,RECURSOS HIDRICOS,NRO. DE ARRANQUES NUEVOS,101,FNDR
40075138-0,"CONSTRUCCION LUMINARIAS SOLARES SECTORES: QUINQUE, NUEVA ETRURIA, MANZANAL,  PITRUFQUEN",REGION DE LA ARAUCANIA,PITRUFQUEN,EJECUCION,78.000,2026,,,TRANSPORTE,UNIDAD,35,FNDR
40071194-0,"CONSTRUCCION  SEÑALÉTICA Y MOBILIARIO GEOPARQUE KÜTRALKURA ,COMUNA DE MELIPEUCO",REGION DE LA ARAUCANIA,MELIPEUCO,EJECUCION,99.980,2026,,,TURISMO Y COMERCIO,UNIDAD,10,FNDR
30201772-0,"REPOSICION AVENIDA BALMACEDA, CHOLCHOL",REGION DE LA ARAUCANIA,CHOL CHOL,EJECUCION,8.792.785,2026,,,VIVIENDA Y DESARROLLO URBANO,METROS CUADRADOS,40220,FNDR
40082335-0,"CONSTRUCCION CESFAM GUACOLDA, COMUNA DE LAUTARO",REGION DE LA ARAUCANIA,LAUTARO,DISEÑO,582.000,2027,,,SALUD,UNIDAD,1,FNDR
20155699-0,"ADQUISICION E INSTALACION PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS DOMESTICAS, LOCALIDAD T.SCHMIDT, T.SCHMIDT",REGION DE LA ARAUCANIA,TEODORO SCHMIDT,DISEÑO,259.896,2026,FI,6/8/2026,RECURSOS HIDRICOS,LITROS / SEGUNDO,69,FNDR
30135685-0,"REPOSICION  LICEO GREGORIO URRUTIA, GALVARINO",REGION DE LA ARAUCANIA,GALVARINO,DISEÑO,672.291,2026,RS,7/1/2026,"EDUCACION, CULTURA Y PATRIMONIO",METROS CUADRADOS,10532,FNDR
40082444-0,"HABILITACION EMERGENCIA INVERNADEROS Y FORRAJE ANIMALES PARA PEQUEÑOS AGRICULTORES, COMUNA DE",REGION DE LA ARAUCANIA,LOS SAUCES,EJECUCION,33.120,2026,,,MULTISECTORIAL,HABITANTE BENEFICIADO,220,FNDR
40078524-0,"MEJORAMIENTO MULTICANCHA POBLACION VILLA ESTADIO, COMUNA DE PURÉN",REGION DE LA ARAUCANIA,PUREN,EJECUCION,122.000,2026,,,DEPORTES,METROS CUADRADOS,584,FNDR
40082325-0,"ADQUISICION VEHICULO DE PRIMERA RESPUESTA Y GRUPOS ELECTROGENOS PARA APRs, COMUNA TEODORO SCHMIDT",REGION DE LA ARAUCANIA,TEODORO SCHMIDT,EJECUCION,159.917,2026,,,MULTISECTORIAL,UNIDAD,7,FNDR
40082709-0,"AMPLIACION SISTEMA DE AGUA POTABLE RURAL EL LINGUE, PUREN",REGION DE LA ARAUCANIA,PUREN,EJECUCION,140.747,2026,,,RECURSOS HIDRICOS,METROS,1363,FNDR
40082580-0,"ADQUISICION DE EQUIPOS PARA FORTALECER LA PREPARACIÓN ANTE EMERGENCIAS, NUEVA IMPERIAL",REGION DE LA ARAUCANIA,NUEVA IMPERIAL,EJECUCION,137.755,2026,,,MULTISECTORIAL,UNIDAD,3,FNDR
40074088-0,"MEJORAMIENTO CEMENTERIO INDIGENA PICHI MALLA, VILCÚN",REGION DE LA ARAUCANIA,VILCUN,EJECUCION,33.289,2026,,,MULTISECTORIAL,METROS,248,FNDR
40018519-0,"REPOSICION ESCUELA RURAL BASICA MOLCO ALTO,  COMUNA DE VILLARRICA.",REGION DE LA ARAUCANIA,VILLARRICA,EJECUCION,5.627.039,2026,FI,21/8/2026,EDUCACIÓN,METROS CUADRADOS,2410,FNDR
40079167-0,"CONSTRUCCION ELECTRIFICACION RURAL SECTOR LAGUNA JARA, LOLEN Y OTROS, LONQUIMAY",REGION DE LA ARAUCANIA,LONQUIMAY,EJECUCION,1.090.178,2026,,,ENERGIA,NÚMERO DE EMPALMES,69,FNDR
40040955-0,CONSTRUCCION AREA VERDE CALLE LEON GALLO  SUR COMUNA DE PITRUFQUEN,REGION DE LA ARAUCANIA,PITRUFQUEN,DISEÑO,67.787,2026,RS,1/7/2026,VIVIENDA Y DESARROLLO URBANO,METROS CUADRADOS,7351,FNDR
30104345-0,"AMPLIACION RED AGUAS SERVIDAS LABRANZA CENTRO, TEMUCO.",REGION DE LA ARAUCANIA,TEMUCO,EJECUCION,991.963,2026,RS,12/1/2026,RECURSOS HIDRICOS,NRO. UNIDADES DOMICILIARIAS,138,FNDR
40057747-0,"CONSTRUCCION CIRCUITO CALISTENIA BRISAS DEL LLAIMA 2 DE CAJÓN, VILCÚN",REGION DE LA ARAUCANIA,VILCUN,EJECUCION,25.600,2026,,,MULTISECTORIAL,METROS CUADRADOS,180,FNDR
30479236-0,"REPOSICION Centro Deportivo Y Recreativo Náutico, Comuna de Nueva Imperial",REGION DE LA ARAUCANIA,NUEVA IMPERIAL,DISEÑO,157.462,2026,,,DEPORTES,METROS CUADRADOS,1863,FNDR
40055438-0,"REPOSICION POSTA DE SALUD RURAL LEUFUCHE, COMUNA DE CUNCO",REGION DE LA ARAUCANIA,CUNCO,EJECUCION,1.461.200,2026,,,SALUD,METROS CUADRADOS,359,FNDR
20189205-0,"INSTALACION SISTEMA AGUA POTABLE PULLALLAN Y HABILITACIÓN SERVICIO CALOF, SAAVEDRA",REGION DE LA ARAUCANIA,SAAVEDRA,DISEÑO,124.590,2026,RS,12/1/2026,RECURSOS HIDRICOS,NRO. DE ARRANQUES TOTALES,239,FNDR
30187622-0,MEJORAMIENTO INTEGRAL PLAZA DE PAILAHUEQUE - ERCILLA,REGION DE LA ARAUCANIA,ERCILLA,EJECUCION,2.328.911,2026,RS,13/1/2026,VIVIENDA Y DESARROLLO URBANO,METROS CUADRADOS,12557,FNDR
40072517-0,"MEJORAMIENTO PISCINA PARQUE SANTA LUCÍA, COLLIPULLI",REGION DE LA ARAUCANIA,COLLIPULLI,EJECUCION,347.710,2026,,,VIVIENDA Y DESARROLLO URBANO,METROS CUADRADOS,1,FNDR
40039879-0,MEJORAMIENTO PLAZA DE ARMAS RENAICO,REGION DE LA ARAUCANIA,RENAICO,EJECUCION,1.062.945,2026,RS,5/5/2026,VIVIENDA Y DESARROLLO URBANO,METROS CUADRADOS,5850,FNDR
40062985-0,"REPOSICION CIERRE PERIMETRAL,INSTALACION JUEGOS INFANTILES Y SEGURIDAD PEATONAL,LONQUIMAY",REGION DE LA ARAUCANIA,LONQUIMAY,EJECUCION,82.500,2026,,,MULTISECTORIAL,METROS,230,FNDR
