codigoBip,codigoParte,anio,codigoEtapaPostula,region
40061636,0,2026,6,177
30487060,0,2026,6,177
40059232,0,2026,6,177
40080642,0,2026,6,177
40075425,0,2026,6,177
30044383,0,2026,3,177
30369628,0,2026,5,177
40080978,0,2026,6,177
30156972,0,2026,5,177
40008481,0,2026,6,177
40069593,0,2026,6,177
40063256,0,2026,5,177
30080831,0,2026,6,177
40054628,0,2027,6,177
40012482,0,2026,6,177
40073181,0,2026,5,177
40037803,0,2026,6,177
30100340,0,2026,6,177
40027574,0,2026,6,177
40071725,0,2026,6,177
30221173,0,2026,6,177
30221173,0,2027,6,177
40073358,0,2026,6,177
40080438,0,2027,6,177
40081988,0,2026,5,177
40082132,0,2026,6,177
40079070,0,2026,6,177
30082374,0,2026,6,177
40032993,0,2026,6,177
30483236,0,2026,5,177
40077357,0,2026,6,177
40080411,0,2026,6,177
40078580,0,2026,6,177
40056901,0,2026,6,177
30483558,0,2026,4,177
40080570,0,2026,6,177
40081409,0,2026,6,177
40029783,0,2026,6,177
40082405,0,2026,6,177
30481272,0,2026,6,177
40082013,0,2027,6,177
40082213,0,2026,6,177
40079955,0,2026,5,177
40081400,0,2026,6,177
40071684,0,2026,6,177
40077300,0,2026,6,177
40079898,0,2026,6,177
40076253,0,2026,6,177
40077954,0,2026,6,177
40048277,0,2026,6,177
40072945,0,2026,6,177
40080633,0,2026,6,177
40079332,0,2026,6,177
40041291,0,2026,5,177
40025549,0,2027,5,177
40038944,0,2026,6,177
40068327,0,2026,5,177
40055643,0,2026,6,177
40081848,0,2026,6,177
40077382,0,2026,6,177
40078048,0,2026,6,177
40061161,0,2026,5,177
30394039,0,2026,6,177
40076134,0,2026,6,177
40068521,0,2026,5,177
40063516,0,2026,6,177
40080653,0,2026,6,177
40069588,0,2026,6,177
40058576,0,2026,6,177
40058576,0,2027,6,177
40070471,0,2026,5,177
40055626,0,2026,6,177
40067384,0,2026,6,177
40048047,0,2026,6,177
40069560,0,2026,6,177
40070681,0,2026,6,177
40051084,0,2026,5,177
40052755,0,2026,5,177
30464197,0,2026,6,177
30125055,0,2026,5,177
40070962,0,2026,6,177
40070478,0,2026,5,177
40038106,0,2026,6,177
40069666,0,2027,6,177
40070865,0,2026,6,177
40070766,0,2026,6,177
40082423,0,2026,6,177
40076550,0,2026,6,177
40079950,0,2026,5,177
40077706,0,2026,6,177
30444722,0,2026,6,177
40082310,0,2026,6,177
40074286,0,2026,6,177
30120122,0,2026,6,177
40065233,0,2026,6,177
40065233,0,2027,6,177
40075926,0,2026,6,177
40080124,0,2026,6,177
30120194,0,2026,6,177
40073788,0,2026,6,177
40078046,0,2026,6,177
40048198,0,2026,6,177
40046866,0,2026,5,177
40068763,0,2026,6,177
40081220,0,2026,6,177
40082451,0,2026,6,177
20189211,0,2026,5,177
40072492,0,2026,6,177
40072492,0,2027,6,177
40075138,0,2026,6,177
40071194,0,2026,6,177
40066190,0,2026,5,177
30201772,0,2026,6,177
40077604,0,2027,6,177
40077604,0,2026,6,177
40082335,0,2027,5,177
20155699,0,2026,5,177
30057859,0,2026,6,177
40075761,0,2026,6,177
40039068,0,2026,6,177
40077635,0,2026,6,177
40060099,0,2026,6,177
40080499,0,2026,6,177
40043772,0,2026,6,177
40075304,0,2026,6,177
40020749,0,2026,6,177
40060097,0,2026,6,177
40071425,0,2026,6,177
40060236,0,2026,5,177
40076746,0,2026,5,177
40036991,0,2026,6,177
40074007,0,2026,5,177
30377222,0,2026,6,177
30377222,0,2027,6,177
30092858,0,2026,6,177
40063455,0,2026,6,177
40037419,0,2026,6,177
40016425,0,2026,6,177
40069374,0,2026,6,177
30482963,0,2026,5,177
40061306,0,2026,6,177
40061306,0,2026,5,177
40021667,0,2026,5,177
40070475,0,2026,5,177
40013709,0,2026,6,177
40061100,0,2026,6,177
40063338,0,2026,5,177
40032882,0,2026,6,177
30468944,0,2026,6,177
30468944,0,2026,5,177
40077325,0,2026,6,177
50001878,0,2026,5,177
40082528,0,2026,6,177
30095104,0,2026,6,177
50001834,0,2027,5,177
20156148,0,2026,6,177
40078503,0,2026,5,177
40078784,0,2026,6,177
40080514,0,2026,6,177
40026916,0,2026,5,177
40081813,0,2026,6,177
30485932,0,2027,6,177
30485932,0,2026,6,177
40066508,0,2026,6,177
40063271,0,2026,6,177
30135685,0,2026,5,177
40069629,0,2026,5,177
40082444,0,2026,6,177
40078524,0,2026,6,177
40067281,0,2026,6,177
40082325,0,2026,6,177
40082709,0,2026,6,177
40082580,0,2026,6,177
40059379,0,2026,6,177
40074088,0,2026,6,177
40064437,0,2026,6,177
40018519,0,2026,6,177
40079167,0,2026,6,177
40040955,0,2026,5,177
30104345,0,2026,6,177
40005336,0,2027,6,177
40005336,0,2026,5,177
40005336,0,2026,6,177
40057747,0,2026,6,177
40030969,0,2026,6,177
40077714,0,2026,6,177
40030148,0,2027,6,177
40030148,0,2026,6,177
40078050,0,2026,6,177
40081719,0,2027,6,177
40069989,0,2026,6,177
40077281,0,2026,6,177
40062754,0,2026,6,177
40074281,0,2026,6,177
40082472,0,2026,6,177
30485159,0,2026,6,177
40056892,0,2026,6,177
40022689,0,2026,6,177
40082362,0,2026,6,177
40027544,0,2026,5,177
30362077,0,2026,6,177
30362077,0,2027,6,177
40071692,0,2026,6,177
40065845,0,2026,6,177
40075568,0,2026,6,177
40061058,0,2026,4,177
40061058,0,2026,3,177
40058642,0,2026,5,177
40051702,0,2026,6,177
40063327,0,2026,6,177
40053710,0,2026,6,177
30107046,0,2026,5,177
30467604,0,2026,6,177
40071899,0,2026,6,177
40075654,0,2026,4,177
40070026,0,2026,6,177
40071052,0,2026,6,177
30446872,0,2026,5,177
40076876,0,2026,6,177
40012776,0,2026,6,177
40068308,0,2026,6,177
40069619,0,2026,6,177
30437451,0,2026,5,177
40059890,0,2026,5,177
40080224,0,2027,6,177
40080230,0,2027,6,177
40080530,0,2026,6,177
40070477,0,2026,5,177
40061749,0,2026,6,177
40071560,0,2026,6,177
40078512,0,2026,6,177
40069141,0,2026,6,177
40075711,0,2026,6,177
40079035,0,2026,6,177
30388735,0,2026,5,177
30479236,0,2026,5,177
40027952,0,2026,5,177
30480901,0,2026,6,177
40034171,0,2026,3,177
40055438,0,2026,6,177
20189205,0,2026,5,177
40044429,0,2026,5,177
30187622,0,2026,6,177
40069579,0,2026,5,177
40072517,0,2026,6,177
40039879,0,2026,6,177
40062985,0,2026,6,177
40070800,0,2026,6,177
30072828,0,2026,6,177
40000086,0,2026,5,177
40075471,0,2026,6,177
40021530,0,2026,6,177
40054263,0,2026,4,177
40068635,0,2026,6,177
40061886,0,2026,6,177
40069589,0,2026,6,177
40059748,0,2026,5,177
40070851,0,2026,6,177
40019507,0,2026,6,177
40070954,0,2026,6,177
40035350,0,2026,6,177
40069575,0,2026,6,177
30106226,0,2026,6,177
30104304,0,2027,5,177
30112914,0,2027,6,177
30112914,0,2026,6,177
30487151,0,2026,6,177
30352173,0,2026,6,177
30486970,0,2026,6,177
30327173,0,2026,6,177
30080600,0,2026,6,177
40080213,0,2026,6,177
40059806,0,2026,5,177
40080306,0,2026,6,177
40077621,0,2026,6,177
40075149,0,2026,6,177
40038018,0,2026,6,177
40002724,0,2026,6,177
40051592,0,2026,6,177
40070772,0,2026,5,177
40010192,0,2026,6,177
40080882,0,2026,6,177
40070099,0,2026,6,177
40082117,0,2026,6,177
40063275,0,2026,6,177
40080338,0,2027,6,177
40070145,0,2026,6,177
40080475,0,2026,6,177
40061102,0,2026,6,177
40050900,0,2026,5,177
40069576,0,2026,6,177
40024422,0,2026,6,177
30460846,0,2026,5,177
40069283,0,2026,6,177
40070850,0,2026,6,177
40021418,0,2026,5,177
40079312,0,2026,6,177
40080646,0,2026,6,177
30363439,0,2026,6,177
40079361,0,2026,6,177
40078762,0,2026,6,177
40017277,0,2026,6,177
40070827,0,2026,6,177
40071498,0,2026,6,177
40066228,0,2026,6,177
40072649,0,2026,6,177
40026303,0,2026,6,177
40059148,0,2026,6,177
40055698,0,2026,6,177
40025823,0,2026,6,177
40038862,0,2026,5,177
30137226,0,2026,6,177
40051415,0,2026,6,177
40062588,0,2026,6,177
30137818,0,2027,6,177
30137818,0,2026,6,177
40059660,0,2026,6,177
30483167,0,2026,6,177
40015848,0,2026,5,177
40018977,0,2026,5,177
40074013,0,2026,6,177
40074030,0,2026,6,177
40062787,0,2026,5,177
40069220,0,2026,6,177
40061099,0,2027,6,177
40074760,0,2026,6,177
40064630,0,2026,6,177
40074214,0,2027,5,177
30097841,0,2026,4,177
40030677,0,2026,6,177
40032131,0,2026,3,177
40082431,0,2026,6,177
30119003,0,2026,6,177
40070781,0,2026,6,177
30483649,0,2026,6,177
30483649,0,2027,6,177
20178141,0,2026,6,177
40079944,0,2026,5,177
40081324,0,2026,6,177
40082630,0,2026,6,177
40082711,0,2026,6,177
40078607,0,2026,6,177
40082295,0,2026,6,177
40076893,0,2026,6,177
40032091,0,2026,5,177
40076626,0,2027,6,177
40080298,0,2026,6,177
30485334,0,2026,6,177
40068458,0,2026,6,177
40070583,0,2026,6,177
40082230,0,2026,6,177
40071385,0,2026,6,177
40080289,0,2026,6,177
40080920,0,2026,6,177
30119015,0,2026,6,177
40064762,0,2026,6,177
40073590,0,2026,6,177
30433475,0,2026,6,177
40050822,0,2026,6,177
40070460,0,2026,6,177
40056687,0,2026,6,177
30112007,0,2026,5,177
40082678,0,2026,6,177
40075578,0,2026,6,177
40081396,0,2026,6,177
